State Name,District Name,Town Name,Total   Households ,Total Population of Town,pucca road,kuccha road,hsp,beds,doctors,paramed staff,dsp,phc,govt schools,pvt schools,govt colleges,pvt colleges,theatres,electricity,banks
TAMIL NADU,THE NILGIRIS,Bikketti (TP),1797,5864,12,8,1,30,5,18,2,2,9,3,0,0,0,2135,2
TAMIL NADU,THE NILGIRIS,Kilkunda (TP),2636,8886,21,2,3,50,9,30,2,3,12,3,0,0,0,3437,6
TAMIL NADU,DINDIGUL,Keeranur (TP),1925,7200,12.37,1,2,40,7,27,6,3,5,1,0,0,0,1993,1
TAMIL NADU,DINDIGUL,Neikkarapatti (TP),3113,11753,13.9,1,2,20,8,23,2,3,5,5,0,0,1,3649,4
TAMIL NADU,DINDIGUL,Palani (M),19015,70467,42.744,1,7,81,25,54,15,3,9,9,0,0,8,27483,13
TAMIL NADU,DINDIGUL,Ayakudi (TP),7314,27156,28.942,1,4,40,12,42,9,3,11,4,0,0,0,7267,5
TAMIL NADU,DINDIGUL,Balasamudram (TP),3802,14179,16.466,2,1,18,8,23,3,5,7,3,0,0,0,3474,2
TAMIL NADU,DINDIGUL,Chinnakalayamputhur (CT),1475,5162,15,1,0,0,0,0,1,0,8,6,0,1,0,877,3
TAMIL NADU,DINDIGUL,Sivagiripatti (CT),4639,17306,15,1,0,0,0,0,1,0,2,12,0,1,0,3046,1
TAMIL NADU,DINDIGUL,Oddanchatram (TP),8046,30064,59.6,1,4,44,17,67,10,3,9,4,0,4,3,11720,10
TAMIL NADU,DINDIGUL,Palayam (TP),3686,15336,24.52,6,2,18,8,21,9,2,10,3,0,0,0,3634,5
TAMIL NADU,DINDIGUL,Vedasandur (TP),3046,11730,16.77,1,3,78,14,41,6,3,7,1,0,0,1,4642,4
TAMIL NADU,DINDIGUL,Eriodu (TP),2195,8890,20.33,1,2,24,8,30,6,3,6,2,0,0,0,2536,4
TAMIL NADU,DINDIGUL,Ayyalur (TP),3824,17100,22.55,1,2,24,10,33,4,3,15,0,0,0,0,3320,3
TAMIL NADU,DINDIGUL,Vadamadurai (TP),4533,18015,35.45,1,3,40,10,30,7,3,11,3,0,0,0,5266,5
TAMIL NADU,DINDIGUL,Natham (TP),5732,23660,24.62,2,4,80,16,49,16,3,18,3,0,0,3,7100,12
TAMIL NADU,DINDIGUL,Sriramapuram (TP),2892,10653,35.034,1,2,36,9,27,3,3,12,6,0,0,0,3666,2
TAMIL NADU,DINDIGUL,Agaram (TP),3984,15610,38.75,1,0,0,0,0,1,0,15,2,0,0,0,4264,4
TAMIL NADU,DINDIGUL,Thadikombu (TP),4777,18838,44.425,1,3,24,10,30,4,3,8,5,0,0,0,5682,2
TAMIL NADU,DINDIGUL,Dindigul (M),53573,207327,181.733,2,4,452,56,228,124,5,19,48,0,0,12,69971,31
TAMIL NADU,DINDIGUL,Kannivadi (TP),2746,10369,15.477,1,2,40,9,25,2,3,12,3,0,0,0,3152,4
TAMIL NADU,DINDIGUL,Silapadi  (CT),4612,17824,8,2,1,12,5,12,4,2,4,2,0,1,0,759,3
TAMIL NADU,DINDIGUL,Chettinaickenpatti (CT),4490,17701,15,1,2,15,5,11,2,2,5,4,0,0,0,4816,3
TAMIL NADU,DINDIGUL,Kurumbapatti (CT),1591,6182,9,1,0,20,2,6,2,2,3,3,0,0,0,436,1
TAMIL NADU,DINDIGUL,Balakrishnapuram (CT),6561,25627,6,1,1,0,0,0,6,0,6,6,0,0,7,4253,4
TAMIL NADU,DINDIGUL,Adiyanuthu (CT),4615,17851,8,1,1,10,4,10,1,2,18,8,0,0,0,3291,3
TAMIL NADU,DINDIGUL,Sithayankottai (TP),3522,13634,21.94,1,2,41,9,27,2,3,10,3,0,0,0,4510,5
TAMIL NADU,DINDIGUL,Chinnalapatti (TP),6981,26285,56.513,1,4,90,14,54,7,3,5,7,0,0,2,9436,3
TAMIL NADU,DINDIGUL,Ayyampalayam (TP),3380,12175,23.5,2,2,12,8,26,3,3,11,2,0,0,1,3294,3
TAMIL NADU,DINDIGUL,Pannaikadu (TP),2493,8731,11.2,1,3,35,16,50,7,3,9,7,0,0,0,2566,3
TAMIL NADU,DINDIGUL,Kodaikanal (M),9442,36501,15.09,51,4,72,21,64,17,6,6,50,1,2,1,17881,10
TAMIL NADU,DINDIGUL,Sevugampatti (TP),3037,11730,18.933,1,3,27,7,14,2,2,4,7,0,0,1,3309,3
TAMIL NADU,DINDIGUL,Ammainaickanur (TP),4983,19257,19.65,1,3,40,9,27,7,3,4,6,0,0,0,3988,3
TAMIL NADU,DINDIGUL,Nilakkottai (TP),5611,22197,25.091,1,5,55,22,61,9,3,6,12,1,0,2,7200,14
TAMIL NADU,DINDIGUL,Pattiveeranpatti (TP),2290,8602,15.126,1,3,55,10,40,5,3,2,1,0,0,0,2979,2
TAMIL NADU,DINDIGUL,Batlagundu (TP),5878,22928,25.83,1,4,74,14,44,20,3,8,13,0,0,3,7882,10
TAMIL NADU,KARUR,Aravakurichi (TP),3562,12412,17.161,7,3,32,12,28,7,3,12,8,0,0,0,4265,4
TAMIL NADU,KARUR,Pallapatti (TP),7426,30624,19.264,9,4,52,14,52,3,3,14,19,0,0,0,9712,7
TAMIL NADU,KARUR,TNPL Pugalur (TP),1628,5556,15.18,13,1,15,5,17,2,2,5,4,0,0,0,1932,7
TAMIL NADU,KARUR,Punjaipugalur (TP),6783,23408,46.35,18,2,30,7,16,6,2,15,5,0,0,0,8277,6
TAMIL NADU,KARUR,Punjai Thottakurichi (TP),2920,10969,25,17,1,11,7,19,3,2,11,1,0,2,0,3852,3
TAMIL NADU,KARUR,Inam Karur (M),18989,67131,72.9,36,6,95,26,72,10,3,20,10,0,1,1,21224,11
TAMIL NADU,KARUR,Karur (M),19344,70980,40.15,29,13,155,39,204,36,3,51,42,1,3,10,30513,35
TAMIL NADU,KARUR,Puliyur (TP),3416,12720,21.22,16,1,15,7,19,7,2,12,11,0,2,0,4423,7
TAMIL NADU,KARUR,Thanthoni (M),14729,53854,69.767,26,2,9,7,23,9,2,15,9,1,0,0,17339,8
TAMIL NADU,KARUR,Uppidamangalam (TP),3189,11292,34.73,12,2,42,8,20,2,3,14,0,0,0,0,3411,2
TAMIL NADU,KARUR,Minampalli-Pachamadevi (CT),2677,9031,7,0,1,15,4,15,2,2,6,8,0,0,0,3253,3
TAMIL NADU,KARUR,Kadaparai (CT),2634,9574,12,3,0,0,0,0,1,0,6,11,0,1,0,2934,1
TAMIL NADU,KARUR,Andankoil  East (CT),5632,19779,5,0,1,0,0,0,1,0,10,13,0,1,0,6605,2
TAMIL NADU,KARUR,Senapiratti (CT),6107,22447,4,0,1,0,0,0,8,0,6,5,0,0,0,6134,2
TAMIL NADU,KARUR,Krishnarayapuram (TP),2946,10792,16.145,7,3,50,13,34,2,3,13,3,0,0,0,3465,5
TAMIL NADU,KARUR,P.J. Cholapuram (TP),2016,7484,22.8,17,0,0,0,0,2,0,13,1,0,0,0,2472,3
TAMIL NADU,KARUR,Kulithalai (M),7374,27910,21.09,13,4,110,22,68,25,3,14,22,1,0,3,9863,14
TAMIL NADU,KARUR,Marudur (TP),2850,10925,30.2,15,0,0,0,0,1,0,13,2,0,0,0,2918,3
TAMIL NADU,KARUR,Nangavaram (TP),4477,17629,22.028,13,2,15,10,22,3,2,13,2,0,0,0,4610,5
TAMIL NADU,TIRUCHIRAPPALLI,Kattuputhur (TP),3076,10933,15.2,10,2,19,9,26,2,3,8,10,0,0,1,3674,4
TAMIL NADU,TIRUCHIRAPPALLI,Thottiyam (TP),3926,14909,15.6,4,3,31,14,45,6,3,12,15,0,0,1,4821,4
TAMIL NADU,TIRUCHIRAPPALLI,Mettupalayam (TP),2153,7681,16.292,7,2,40,7,30,2,3,8,2,0,0,0,2765,3
TAMIL NADU,TIRUCHIRAPPALLI,Thathaiyangarpet (TP),3522,12980,17,13,2,28,10,25,6,3,8,12,0,0,1,4271,4
TAMIL NADU,TIRUCHIRAPPALLI,Musiri (TP),7764,28727,38.62,14,4,50,18,69,19,3,15,18,0,0,1,10651,6
TAMIL NADU,TIRUCHIRAPPALLI,Uppiliapuram (TP),2155,7705,12.82,2,2,40,8,22,6,3,6,5,0,0,0,2092,3
TAMIL NADU,TIRUCHIRAPPALLI,Balakrishnampatti (TP),2481,8635,8,8,1,15,5,15,2,2,8,1,0,0,0,2754,2
TAMIL NADU,TIRUCHIRAPPALLI,Thuraiyur (M),8674,32439,29.145,14,4,86,16,57,39,3,10,27,0,0,1,13051,7
TAMIL NADU,TIRUCHIRAPPALLI,S. Kannanur (TP),3403,13073,20.42,2,1,10,4,15,6,1,7,6,0,0,0,4610,2
TAMIL NADU,TIRUCHIRAPPALLI,Manachanallur (TP),6679,25931,28.6,12,4,38,15,53,8,3,10,12,0,2,1,8610,7
TAMIL NADU,TIRUCHIRAPPALLI,Pichandarkovil (CT),4562,17257,8,2,0,0,0,0,5,0,2,14,0,0,0,6080,5
TAMIL NADU,TIRUCHIRAPPALLI,Kallakudi (TP),3178,11604,9,5,2,24,9,28,6,3,3,11,0,0,0,2550,5
TAMIL NADU,TIRUCHIRAPPALLI,Pullampadi (TP),2628,10241,16.18,1,2,40,9,29,7,3,6,12,0,0,0,3225,4
TAMIL NADU,TIRUCHIRAPPALLI,Puvalur (TP),2083,7905,8,8,1,15,5,13,10,2,7,1,0,0,1,2627,6
TAMIL NADU,TIRUCHIRAPPALLI,Lalgudi (TP),6129,23740,15.67,15,7,80,17,62,13,3,12,25,2,0,2,9222,9
TAMIL NADU,TIRUCHIRAPPALLI,Thalakudi (CT),1499,5740,6,2,1,15,5,13,2,2,4,2,0,0,0,1392,1
TAMIL NADU,TIRUCHIRAPPALLI,Sirugamani (TP),2801,10743,17.8,4,2,27,9,25,7,3,6,4,0,0,0,3696,5
TAMIL NADU,TIRUCHIRAPPALLI,Nagamangalam (CT),1561,5785,13,5,2,20,6,24,3,3,6,2,0,0,0,1377,2
TAMIL NADU,TIRUCHIRAPPALLI,Kulathur (CT),2572,11083,24,1,1,9,6,21,7,2,11,5,0,1,0,3624,1
TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli (M Corp.),214529,847387,834,273,50,1085,85,861,599,13,80,336,4,36,25,224737,43
TAMIL NADU,TIRUCHIRAPPALLI,Koothappar (TP),4250,15943,16.39,10,1,15,7,15,2,2,2,10,0,0,0,3611,3
TAMIL NADU,TIRUCHIRAPPALLI,Thiruverumbur (TP),5846,23156,17.2,14,2,12,6,19,10,2,19,26,0,0,1,7828,4
TAMIL NADU,TIRUCHIRAPPALLI,Thuvakudi  (M),9402,38887,28.1,12,4,44,15,51,9,3,8,19,5,0,0,12800,7
TAMIL NADU,TIRUCHIRAPPALLI,Pappankurichi (CT),6026,24023,20,1,2,30,7,17,11,2,8,11,0,1,0,7797,2
TAMIL NADU,TIRUCHIRAPPALLI,Ellakkudy (CT),4079,16244,25,1,0,0,0,0,1,0,1,4,0,0,0,5487,1
TAMIL NADU,TIRUCHIRAPPALLI,Krishnasamudram (CT),3371,13146,25,1,0,0,0,0,1,0,1,1,0,0,0,3409,1
TAMIL NADU,TIRUCHIRAPPALLI,Valavandankottai (CT),2314,9202,18,12,0,0,0,0,1,0,3,3,0,0,0,3312,2
TAMIL NADU,TIRUCHIRAPPALLI,Navalpattu (CT),4398,16788,20,10,2,52,10,29,4,3,23,10,0,0,0,5331,2
TAMIL NADU,TIRUCHIRAPPALLI,Palaganangudy (CT),3479,13469,18,6,1,15,7,19,5,2,9,6,0,0,0,4166,1
TAMIL NADU,TIRUCHIRAPPALLI,Manapparai (M),9934,40510,45.3,23,4,74,35,142,11,3,9,20,0,1,4,9294,8
TAMIL NADU,TIRUCHIRAPPALLI,Ponnampatti (TP),2686,12167,13.32,5,1,30,7,21,11,2,13,9,0,0,1,3554,3
TAMIL NADU,PERAMBALUR,Poolambadi (TP),3004,10737,22.82,8,3,40,13,29,2,3,7,0,0,0,2,3561,2
TAMIL NADU,PERAMBALUR,Arumbavur (TP),3452,12467,19.908,1,3,40,13,38,2,3,4,10,0,0,0,4156,2
TAMIL NADU,PERAMBALUR,Perambalur (M),12732,49648,90,0,6,63,35,180,11,3,9,20,3,3,4,17572,19
TAMIL NADU,PERAMBALUR,Kurumbalur (TP),3550,12420,23.42,0,3,28,10,38,6,3,9,2,1,0,2,4048,2
TAMIL NADU,PERAMBALUR,Labbaikudikadu (TP),2560,11891,5,8,1,20,8,23,9,3,7,4,0,1,0,3625,5
TAMIL NADU,ARIYALUR,Varadarajanpettai (TP),2049,8259,16.77,1,1,12,5,24,6,2,1,13,0,6,2,2469,3
TAMIL NADU,ARIYALUR,Jayankondam (M),8664,33945,53.11,24,6,107,16,52,16,3,17,15,0,1,0,10351,10
TAMIL NADU,ARIYALUR,Udayarpalayam (TP),3155,12688,14.04,3,3,60,15,53,5,3,7,3,0,0,0,3696,3
TAMIL NADU,ARIYALUR,Ariyalur (M),7319,28902,26,14,7,56,15,48,16,3,7,20,2,0,2,10906,13
TAMIL NADU,CUDDALORE,Thorapadi (TP),1882,7659,18.152,1,1,15,5,17,5,2,7,3,0,0,0,2047,2
TAMIL NADU,CUDDALORE,Melpattampakkam (TP),1603,6887,14.14,5,2,16,7,22,5,3,5,3,0,0,0,1979,2
TAMIL NADU,CUDDALORE,Nellikuppam (M),10763,46678,62.57,1,4,74,24,80,18,3,15,24,0,0,0,8649,6
TAMIL NADU,CUDDALORE,Panruti (M),14170,60323,70.84,8,6,115,26,40,26,3,17,38,0,0,4,19721,14
TAMIL NADU,CUDDALORE,Lakshminarayanapuram (CT),3024,12648,15,5,0,0,0,0,4,0,2,3,0,0,0,2759,1
TAMIL NADU,CUDDALORE,Cuddalore (M),42174,173636,148.71,1,10,231,106,109,27,3,62,61,4,6,4,49400,41
TAMIL NADU,CUDDALORE,Kondur (CT),3099,12506,18,3,0,0,0,0,3,0,1,0,0,0,0,4366,1
TAMIL NADU,CUDDALORE,Gunduuppalavadi (CT),1741,7281,3,0,0,0,0,0,1,0,4,1,0,0,0,2408,1
TAMIL NADU,CUDDALORE,Padirikuppam (CT),4739,18745,11.19,1,1,15,7,19,3,2,4,4,0,0,0,7117,2
TAMIL NADU,CUDDALORE,Kurinjipadi (TP),6757,27471,45.55,5,7,40,16,47,16,3,17,9,0,2,1,10144,5
TAMIL NADU,CUDDALORE,Vadalur (TP),9736,39514,67.346,14,4,80,9,30,16,3,14,12,0,0,1,12437,6
TAMIL NADU,CUDDALORE,Neyveli (TS) (CT),25827,105731,45,1,7,181,76,214,13,5,1,80,1,1,4,25723,10
TAMIL NADU,CUDDALORE,Parangipettai (TP),5561,25541,23.687,27,3,18,8,25,7,2,16,12,0,0,1,7617,5
TAMIL NADU,CUDDALORE,Sethiathoppu (TP),2269,8824,8,3,3,12,8,25,9,3,4,9,0,1,1,2757,7
TAMIL NADU,CUDDALORE,Bhuvanagiri (TP),5400,21956,39.605,1,2,40,9,29,5,3,16,11,0,0,1,6311,4
TAMIL NADU,CUDDALORE,Killai (TP),3359,13608,27.485,3,2,12,9,26,3,3,13,2,0,0,0,4193,2
TAMIL NADU,CUDDALORE,Chidambaram (M),15166,62153,64.12,2,6,96,30,116,37,3,30,19,0,0,3,17222,17
TAMIL NADU,CUDDALORE,Annamalai Nagar (TP),2445,16289,25.22,1,0,0,0,0,1,0,5,3,4,5,0,3193,4
TAMIL NADU,CUDDALORE,Pallippadai (CT),1472,6369,6,18,0,0,0,0,1,0,2,3,0,0,0,2221,1
TAMIL NADU,CUDDALORE,Chidambaram  (Nm) (CT),1415,6039,3,1,0,0,0,0,1,0,4,7,0,0,0,1106,1
TAMIL NADU,CUDDALORE,Usuppur (CT),2141,8221,44,4,0,0,0,0,3,0,1,3,0,0,0,2783,2
TAMIL NADU,CUDDALORE,Srimushnam (TP),3277,13971,26,1,2,20,10,28,11,3,12,6,0,2,0,4036,3
TAMIL NADU,CUDDALORE,Lalpet (TP),3355,16561,19.15,1,1,15,6,17,4,2,3,4,0,0,0,3869,5
TAMIL NADU,CUDDALORE,Kattumannarkoil (TP),6664,27294,41.917,10,3,84,15,57,21,3,24,17,0,0,0,8559,7
TAMIL NADU,CUDDALORE,Mangalampet (TP),2108,9278,13,2,2,20,9,36,12,3,6,5,0,0,0,3071,3
TAMIL NADU,CUDDALORE,Gangaikondan (TP),1620,6434,11,3,0,8,2,6,11,2,12,4,0,0,1,2071,4
TAMIL NADU,CUDDALORE,Virudhachalam (M),18209,73585,72.427,1,6,115,23,78,11,3,27,33,2,0,1,14304,14
TAMIL NADU,CUDDALORE,Periyakurichi (CT),1869,7599,7,6,0,10,2,2,1,2,2,0,0,0,1,2051,1
TAMIL NADU,CUDDALORE,Pennadam (TP),4708,19494,18.43,1,3,40,9,27,20,3,10,13,0,0,1,6980,7
TAMIL NADU,CUDDALORE,Tittakudi (TP),5552,22894,18.43,1,6,70,15,44,16,3,10,14,0,1,1,4629,5
TAMIL NADU,NAGAPATTINAM,Sirkali (M),8756,34927,52.098,1,4,67,30,82,14,3,10,40,0,2,3,11169,7
TAMIL NADU,NAGAPATTINAM,Vaitheeswarankoil (TP),1972,7676,19.495,1,3,40,10,31,6,3,7,5,0,0,1,3399,2
TAMIL NADU,NAGAPATTINAM,Manalmedu (TP),2329,9017,28.178,1,3,31,9,29,5,3,8,2,0,0,0,2379,3
TAMIL NADU,NAGAPATTINAM,Mayiladuthurai (M),21929,85632,110.6,7,12,140,31,127,51,3,24,154,1,3,5,29978,28
TAMIL NADU,NAGAPATTINAM,Kuthalam (TP),4059,16125,29.396,8,3,50,13,38,7,3,13,15,0,0,0,5654,5
TAMIL NADU,NAGAPATTINAM,Tharangambadi (TP),5482,23191,55.012,0,5,63,19,90,4,5,32,16,2,2,0,5530,4
TAMIL NADU,NAGAPATTINAM,Tittacheri (TP),1985,9245,24,1,4,31,8,34,7,3,4,0,0,0,0,2722,4
TAMIL NADU,NAGAPATTINAM,Nagapattinam (M),24688,102905,148.94,1,15,197,72,103,46,4,20,57,0,6,5,32872,23
TAMIL NADU,NAGAPATTINAM,Manjakollai (CT),1199,5040,5,1,1,15,5,17,3,2,2,2,0,0,0,1609,1
TAMIL NADU,NAGAPATTINAM,Poravacheri (CT),1076,4422,3,4,1,11,5,17,1,2,2,1,0,0,0,1149,1
TAMIL NADU,NAGAPATTINAM,Kilvelur (TP),2151,8272,23.86,1,3,28,10,38,3,3,9,5,0,2,0,3298,5
TAMIL NADU,NAGAPATTINAM,Velankanni (TP),2753,11108,16.401,0,4,32,11,41,10,3,2,10,0,0,0,4513,3
TAMIL NADU,NAGAPATTINAM,Thalainayar (TP),3443,12798,36,11,3,50,15,37,7,3,13,2,0,0,0,4378,6
TAMIL NADU,NAGAPATTINAM,Vedaranyam (M),8665,34266,86.26,17,5,80,20,53,26,3,34,31,1,0,2,12488,10
TAMIL NADU,THIRUVARUR,Valangaiman (TP),2948,11754,10.226,1,3,52,13,50,10,3,9,4,0,0,0,3472,6
TAMIL NADU,THIRUVARUR,Kodavasal (TP),3719,14639,22.3,3,3,76,13,62,11,3,12,4,0,0,0,4899,1
TAMIL NADU,THIRUVARUR,Koradacheri (TP),1661,6450,9.811,1,1,12,4,16,8,2,8,6,0,0,0,2699,5
TAMIL NADU,THIRUVARUR,Peralam (TP),1542,6149,8,1,2,20,7,25,6,3,11,5,0,0,1,2423,4
TAMIL NADU,THIRUVARUR,Nannilam (TP),3199,12618,22.96,1,3,62,22,75,7,3,9,5,0,0,0,4292,7
TAMIL NADU,THIRUVARUR,Thiruvarur (M),14997,58301,80.82,1,5,54,16,47,27,3,20,36,4,1,3,20023,29
TAMIL NADU,THIRUVARUR,Needamangalam (TP),2392,9336,10.1,1,4,35,12,48,7,3,8,10,0,0,0,3277,4
TAMIL NADU,THIRUVARUR,Kuthanallur (M),6025,25423,42.04,1,6,110,11,30,11,3,12,20,0,0,0,7283,12
TAMIL NADU,THIRUVARUR,Mannargudi (M),17372,66999,74.78,14,13,234,37,106,49,3,20,59,1,3,2,35418,11
TAMIL NADU,THIRUVARUR,Thiruthuraipoondi (M),6263,24404,22.287,1,6,50,13,39,22,3,9,8,0,0,1,8692,8
TAMIL NADU,THIRUVARUR,Muthupet (TP),5102,21722,43.56,1,3,50,14,42,18,3,15,12,0,0,0,7325,5
TAMIL NADU,THANJAVUR,Thiruppanandal (TP),2587,11169,18.715,2,3,35,13,38,6,3,7,8,0,3,1,6428,5
TAMIL NADU,THANJAVUR,Aduthurai alias Maruthuvakudi (TP),2838,11705,17,8,3,52,15,49,2,3,5,13,0,0,0,3987,10
TAMIL NADU,THANJAVUR,Veppathur (TP),1950,7949,13.862,4,2,10,7,28,2,3,2,5,0,0,0,2424,2
TAMIL NADU,THANJAVUR,Thirupuvanam (TP),3807,14989,21.262,2,4,15,7,19,4,2,6,11,0,0,0,4881,2
TAMIL NADU,THANJAVUR,Thiruvidaimarudur (TP),3643,14786,25.105,1,3,56,14,46,6,3,5,18,0,0,1,4561,5
TAMIL NADU,THANJAVUR,Cholapuram (TP),1632,6803,8,0,1,24,4,13,5,2,6,4,0,0,0,1847,3
TAMIL NADU,THANJAVUR,Thirunageswaram (TP),3940,15082,26.375,4,2,20,9,30,8,3,5,2,0,0,1,5549,3
TAMIL NADU,THANJAVUR,Kumbakonam (M),35509,140156,170.867,0,4,420,58,255,54,4,23,60,2,6,8,47752,48
TAMIL NADU,THANJAVUR,Swamimalai (TP),1878,7289,12.834,1,1,24,5,16,6,2,6,2,0,0,0,2321,3
TAMIL NADU,THANJAVUR,Dharasuram (TP),3931,15326,13.859,1,0,4,4,8,7,2,6,1,0,0,1,5241,3
TAMIL NADU,THANJAVUR,Perumandi (CT),2294,8620,7,12,0,0,0,0,4,0,2,7,0,0,0,3062,1
TAMIL NADU,THANJAVUR,Ullur (CT),2999,11673,6,0,0,0,0,0,4,0,4,6,0,0,0,3921,3
TAMIL NADU,THANJAVUR,Annalagraharam (CT),2902,11129,4,1,1,0,0,0,2,0,0,3,0,0,0,3448,2
TAMIL NADU,THANJAVUR,Natchiarkoil (CT),1873,7505,4,0,2,22,7,23,6,3,5,5,0,0,0,2574,3
TAMIL NADU,THANJAVUR,Papanasam (TP),4360,17548,28.11,4,3,30,13,40,11,3,10,9,0,2,1,6064,5
TAMIL NADU,THANJAVUR,Ayyampettai (TP),4106,16263,17.16,5,3,56,11,40,10,3,8,14,0,0,1,5434,6
TAMIL NADU,THANJAVUR,Melattur (TP),2062,8131,29.61,4,2,40,7,27,4,3,8,5,0,0,0,2568,3
TAMIL NADU,THANJAVUR,Ammapettai (TP),3591,14572,23.225,0,2,40,9,34,11,3,8,15,0,0,1,4974,5
TAMIL NADU,THANJAVUR,Chakkarapalli (CT),1433,6227,9,1,0,0,0,0,2,0,5,1,0,0,0,1784,2
TAMIL NADU,THANJAVUR,Thiruvaiyaru (TP),4199,16164,29.512,0,4,64,15,44,9,3,5,17,1,0,1,4990,5
TAMIL NADU,THANJAVUR,Melathiruppanthuruthi (TP),2240,9074,17.538,1,0,0,0,0,3,0,6,6,0,0,0,2534,4
TAMIL NADU,THANJAVUR,Thirukkattupalli (TP),3304,12972,98.6,52,3,46,14,51,10,3,5,16,0,0,1,4937,6
TAMIL NADU,THANJAVUR,Thanjavur (M),56836,222943,311.457,9,18,1299,79,840,65,3,77,296,3,7,13,80015,60
TAMIL NADU,THANJAVUR,Vallam (TP),3840,16758,14.185,10,2,26,11,29,9,3,8,14,0,7,0,4255,6
TAMIL NADU,THANJAVUR,Pudupattinam (CT),2573,10210,40,20,0,0,0,0,1,0,2,3,0,0,0,3418,1
TAMIL NADU,THANJAVUR,Nanjikottai (CT),8433,32689,7,5,0,0,0,0,15,0,5,14,0,1,1,8668,3
TAMIL NADU,THANJAVUR,Neelagiri (CT),4196,16197,19,12,1,24,8,21,6,2,4,8,0,0,0,4258,16
TAMIL NADU,THANJAVUR,Vilar (CT),2170,9028,4,2,0,0,0,0,1,0,2,7,0,1,0,3162,2
TAMIL NADU,THANJAVUR,Orathanadu (Mukthambalpuram) (TP),2633,10247,11.41,1,4,68,24,58,2,3,9,15,2,0,1,3976,5
TAMIL NADU,THANJAVUR,Madukkur (TP),4007,16266,10.5,19,2,40,9,26,13,3,10,8,0,0,1,5287,8
TAMIL NADU,THANJAVUR,Pattukkottai (M),18437,73135,68.937,15,11,218,35,80,62,3,29,37,0,3,6,22992,16
TAMIL NADU,THANJAVUR,Adiramapattinam (TP),6569,31066,15.225,9,4,81,20,52,6,3,13,15,2,1,0,6286,8
TAMIL NADU,THANJAVUR,Peravurani (TP),5853,22084,61.14,4,8,42,13,65,20,3,11,10,0,2,2,6874,9
TAMIL NADU,THANJAVUR,Perumagalur (TP),1536,5604,26.909,20,2,20,7,21,3,3,9,0,0,0,0,1527,2
TAMIL NADU,PUDUKKOTTAI,Iluppur (TP),3205,14127,15.2,5,3,50,12,48,2,3,12,5,0,3,0,4603,4
TAMIL NADU,PUDUKKOTTAI,Annavasal (TP),2050,8906,12,2,4,50,17,41,10,3,6,5,0,0,0,2514,4
TAMIL NADU,PUDUKKOTTAI,Viralimalai (CT),2759,10883,5,2,2,40,9,27,5,3,6,9,0,0,0,3271,5
TAMIL NADU,PUDUKKOTTAI,Keeranur (TP),2840,11667,9,2,3,90,16,53,8,3,12,8,0,1,2,3811,5
TAMIL NADU,PUDUKKOTTAI,Pudukkottai (M),28838,117630,171.73,10,14,452,51,316,59,3,78,61,0,1,4,41980,23
TAMIL NADU,PUDUKKOTTAI,Nathampannai (CT),2261,8915,9,9,0,0,0,0,4,0,10,0,0,0,1,2893,4
TAMIL NADU,PUDUKKOTTAI,Pudukkottai (CT),6560,26116,10,5,3,0,0,0,22,0,14,6,2,0,3,7190,7
TAMIL NADU,PUDUKKOTTAI,Arimalam (TP),2184,8948,19.024,5,4,74,11,44,5,3,8,3,0,0,0,2847,4
TAMIL NADU,PUDUKKOTTAI,Ponnamaravathi (TP),3380,12676,18.1,10,6,64,13,56,23,3,6,4,0,0,0,5266,9
TAMIL NADU,PUDUKKOTTAI,Alangudi (TP),3064,12367,18.69,2,3,92,18,66,13,3,6,0,0,0,1,5889,7
TAMIL NADU,PUDUKKOTTAI,Keeramangalam (TP),2402,9357,29.676,0,2,40,7,26,3,3,12,3,0,0,1,3676,4
TAMIL NADU,PUDUKKOTTAI,Kallangudy (CT),1589,6396,10.06,0,0,0,0,0,1,0,2,0,0,1,0,2510,1
